Title,Publisher,DateTime,Link
"Trump says he's firing Fed Governor Lisa Cook, opening new front in fight for central bank control",AP News,2025-08-26T02:02:00Z,https://news.google.com/read/CBMilgFBVV95cUxQbjJIWVI1WDA1YXFUby1fVlAwYm1zZkRydlRUMVVkSmE4RGJEWnd3VE1JSFZCcWNfcl9SeVBaUE55VUxsUFRrSmczclFtTUIzTXBQTTBYM3dLUTFxX3ZtTHJqU1RqYUczTGl6X2dCZjBnbEgyVVZadHpjYjN5aTZsRXZWYWV1Umo3a2VITmNYTmh3Tm5vOGc?hl=en-US&gl=US&ceid=US%3Aen
"Trump says he has fired Fed governor Lisa Cook, escalating his battle against the central bank",CNN,2025-08-26T00:16:00Z,https://news.google.com/read/CBMicEFVX3lxTE9ZTXM0b0w1Tk11c2pna01TWWRndlZTRzd4cWdXalA1d3BSUHJYRGRfS3NCaHRHRGN5YVhlNHpYSl9nS2t2OVZwQ0Y4UExWVGxrcHk0RUlfYk0xR2VEZDFIVWNOek5iT1AzZm44cnFuX3bSAXZBVV95cUxObUE1bmJSZXlaRERXOWJ6RTZqWEVRaUFHbGg0SWZNNnJRQlYxMGdGaE0zVl8tS3czTlROeHhPMDNtVHFEMzc5YXEwSzhLbGxHRGY2Zmx1RkpJRUVhMV9ZSXo4VVp2aXZFQTJPN3RyNWpmSk1NT2ln?hl=en-US&gl=US&ceid=US%3Aen
Factbox-What's Known About the Legal Premise for Trump's Effort to Fire Fed's Cook,U.S. News & World Report,2025-08-26T02:57:00Z,https://news.google.com/read/CBMi0gFBVV95cUxNOGJqaTQySk5wM01RUzQtQjdUQkcxREJpQVVFNFl0RGJaNkxHeldtNFNFdzcyczlvSThyYm96MkU2bUhDVzRRcXR3TThRZHJKQ0g2bjViM0sxTlZxOWZncjBvQ2c0cGFUbEZ2Zm8yQ2d5cVZHMFFHc3Fqd1ZjcDZyMUZQXzJ6anIydFhZcUNGSEJ2MV90LXlxZ3dJVENTNWFKS1IwcDlpNkotaEsza1RPN0x5RjdTSGZObjZnOVlMUlJKRmtxSzZQeXhfcXdNX0FNalE?hl=en-US&gl=US&ceid=US%3Aen
"Trump says he's removing Fed Governor Lisa Cook, cites mortgage fraud allegations",CNBC,2025-08-26T00:09:00Z,https://news.google.com/read/CBMieEFVX3lxTE83R2t4UUNWazQ3MVNUMkJsTkhWbUJPMl9tQmtJaXFlSGQzd180ZEozb255R196WlRBSTFOOW1qR3NWWXUxekNINEZaZU1fdUdGQUZoeERUYl9PMEVQWnZDT0FTNmpfR0hXSGdnLVE0Z3lzZTZ3R0UtedIBfkFVX3lxTE5fWGozaFlKRUtsU0lqX01RMzdTenppbjdndUUycXpmc1B2MEprZzdrdnM0RFp2S3VtSWFqRllpdHczRkd4Ykk3MVBGXzVNRktISF9TNlQyRDJyTVZFUFdfcURPalNRUjNCWlA3YVVja0pibV9jRTQzcnlJcjdtZw?hl=en-US&gl=US&ceid=US%3Aen
Cracker Barrel responds to backlash over new logo and rebranding: 'We could've done a better job',CNBC,2025-08-25T20:38:12Z,https://news.google.com/read/CBMiiAFBVV95cUxNaDNKN0pQRVAwU3pqSnVGcU5UU3ZHU2VKSXhNTTFqYVVidjZCQTY2OUI4cXVOMTlPSTdQNG5YdkV5d1RtMjNQYUdHRk9haVR3c3l6WVNIYzBCT2hXbW53ZzByUDBOZWFxYnZtSEFYY2RqbjNGWUhYZnlCU25nX0VrZlYtdGM2ZFp00gGOAUFVX3lxTE5NTUwtaXAwSDlOaVB1bEk0RlNpLUVvX2twOEJ0X1ZFZ3prM05xOWRBZ1hKdzZyR3h6el93d3llaS1VTzVyaXZpNFFwcS1YakZtYURZdWg5NkdQSjJsR2xBS0JrbkZXeHRETHAzdk81LWZWUVpUS1FrS0tpX04xQWhKcGptbjZQZzAtVkNYS2c?hl=en-US&gl=US&ceid=US%3Aen
Cracker Barrel admits it 'could've done a better job' after new logo backlash,Fox Business,2025-08-25T18:52:00Z,https://news.google.com/read/CBMiqAFBVV95cUxNYnVfUzJqdmtGYzI4bG5rZUxxZEtyODlDX0c4SDl2X3lPR3JJdjFkMzk1bmFkVGlqbzM0VHVkQjBOOS1PX1l1UnR6aHpxdUZlbm54c0NnMlc1bUE2Rmw3Q2hWWWJXUjVzYU9DeFRtVEpFQzlPaW9uRXRGcVVNbEVlbzRFY0kwTFpBdHRmZGEtZVFlWFJPNjRISXM0WTl6V2V0dnJibS1zeVM?hl=en-US&gl=US&ceid=US%3Aen
Cracker Barrel responds amid fan backlash to contemporary country redesign,ABC News,2025-08-25T22:52:30Z,https://news.google.com/read/CBMiswFBVV95cUxPQ1RwSTd1eGMyZWZwaHBKdFpCVENpYktSM2N2d2VaWC0wVXAycWl3b055RWgtWGozVzVPZHlrMk9kRU5vVkVVM2s0TW91alEwTGpkTXhFNHkwMkhubnJ6WVBFN2V4T0dMSU02MjlQSHdoclZ4TFFsLUxwSFl4VU1fcWxsS25KZGNpTnVjS19CVkVYRDJHV1dLQThqZHVUcnhuTnFoeVZHNkt5emgwZWdKSmxTY9IBuAFBVV95cUxNUGk3dXBMWDIzZ0dJdmo0TlpTWEdTWklvcUdLb1Bja0haZ2JCS3FrQzhCWUdGbkphUlJKdWY5MkJ5cGVwWmFSaTZ1bkVuQnBOQnlZbmZFTlNRMVVySy1KQmVyV0FnV01TcEpscC12ejd1Z0dHdXhYcElxd0N5aUdSRUV6cTdlQmZka3YxWkxLVzRLdVdIVXVRTnRqbF9EdHJCS2tvRjh3U01pdHBUbzZOdS1iQXhSdjFx?hl=en-US&gl=US&ceid=US%3Aen
Cracker Barrel finally responds to ‘woke’ logo backlash,yahoo.com,2025-08-25T22:03:21Z,https://news.google.com/read/CBMipgFBVV95cUxQV2RZUUJaODY4VWZycjNYY190UkNuZ3k4NEJ6RVpQODc5X05GOG84VUNfMGdxSElkQks3LUdWTEhGbi0wVkpCRzVyakVydWVTcG9nZENfVGpzaDZBNXdWaDk5NUI2VV9mT1o4UWpBeFlNOWVheHVRNjBWYktjbC1lN1VoM3BjZVl2R3lfeHIweldBMWY0eXFsbnliV1dwdXRjNEtnZkhn?hl=en-US&gl=US&ceid=US%3Aen
San Antonio resident claims $1 million Powerball prize,KSAT,2025-08-25T20:28:19Z,https://news.google.com/read/CBMingFBVV95cUxNRG1BT0R3aWZQNWZWTDVFbFQ3ZkI0dW5BbV9MMTc4VUJrWUpCQVlnQzJIdUlLdUx3Tjc1ZDFrYzhwbFpEQ1JtdmtYTU1BOVpuUWRvQ25hU2Z0cE1BRkl5Y2pRX0RkLWxtR1lCSFVvc3JkNk03ejQxNjN5eGhEdVlnb0NiRzh4MzlreWRLSDlQRy1Oc0Y4X1VRUFJKR0Q3QQ?hl=en-US&gl=US&ceid=US%3Aen
"Powerball jackpot hits $750 million for Monday’s drawing, 10th largest in game’s history after no Saturday winner",CNN,2025-08-25T08:00:00Z,https://news.google.com/read/CBMiiAFBVV95cUxNbjUyNzBPa0VtY21CVU1HYzFVdm9GZkZRYnhDTTB4MVJsWjRsa19tTmlMc1E3V0lOS0NLTHhQU1R1M3k0RWJiVjNMX2hoWGJDTWFRbTZMdlNJRHlESkswbXpmZEVnVmZyRjc5QldHR21UM3JHTWVSenFZbXNCODBHMmhLb0tpV0dj0gGOAUFVX3lxTFAzbWk5VXlnWGxYRWRFSDN2al9uVUJ6enFlZTZrbTNsaVl2aUphcENRbGltNndmMkNra1JRNmJLRlZMQk5wRVZjSTJib1JfYkhnMzRuMVVGTGcyXzQtUE4zZ013djFIc3lFNW1fUWtwRi1MTE54bjVhVUk5VTVmUm9BdF95Z0JIbFFTd0x6WVE?hl=en-US&gl=US&ceid=US%3Aen
"Powerball winning numbers for Monday, August 25, 2025",Lohud,2025-08-26T00:03:47Z,https://news.google.com/read/CBMirwFBVV95cUxPMW9MbGYyazZMTkJGbm03UEs4UEJESVhMbkFtRk9fZVBSaHhydEpUQ2FHczQzUGtoeWVORHlFMmVpVmtWNEwwNVZUZGJQVnhQSFByODFBQXJsWk9CS21KUHR0ZVk5WFNUOVVRX0tVbUtQWlJLVzF2NU0yX3ZJZkE0SjBBZENUSjVmM3lRTHFtcU9TcHBQcnA2dTRhcm9yZmZJR3RfeHZpVHkwQzYyQW80?hl=en-US&gl=US&ceid=US%3Aen
Lucky San Antonian claims $1M from winning Powerball ticket,kens5.com,2025-08-25T14:02:00Z,https://news.google.com/read/CBMi1wFBVV95cUxObG90Z3czLUNDekxra3Z3Yk15SC1fNHhiSGlmOFpyWWtHLUF1amtJNzFGelJPOU5fRUtWZlBFR0V6VHR2T0JRTHpRd3FnWWk2QnlqS19iWVh5NjNiOHMxMTUtazh1ZTJUdFRuNE1hTTU0aHhtdUxocTU1TkRRd2JaMVNTdHhwVnZ3VEF2YUpUSFQ3VEtQOXZfLV95SmtGYTI2LUNhRnhVSEV3SFpyRWhSdTZTLTBPVVpyTkRobmVXSGtTaDhVazBUYXVTUlhrUHEybDRyVzE4OA?hl=en-US&gl=US&ceid=US%3Aen
"Elon Musk's xAI sues Apple and OpenAI over AI competition, App Store rankings",Reuters,2025-08-25T21:07:57Z,https://news.google.com/read/CBMiwgFBVV95cUxQV2JkcHhFejNISi14RnFrTjVYeFRTeVJGU09hRzZ6elFsZDlPaU93aTd6MWZBVUNtTnB4dUIwdDctakdQNl82VXlvSm5HckZ2dXkyclZ3ZkxnenZ2ZnRYei0tc1g3a1YzbEhwODFqUVl6VDJJNG1rQ1BSMV85UHd1cXNHRWhCWThmZDR5dkllc2ZQRGFMbWhfTDhjd1loS0FsQkpBZ05NNVVtUFlkTDUtUVMtSjE2OWpBWWd0d2NFZzFCZw?hl=en-US&gl=US&ceid=US%3Aen
Elon Musk accuses Apple and OpenAI of stifling AI competition in antitrust lawsuit,AP News,2025-08-25T18:32:00Z,https://news.google.com/read/CBMilAFBVV95cUxQdUd3VUU4UExNem9pdDRHZkFOVktwS2JhbDhfRGRmWUlwRW04dHZNOHd0MWZTNjBQYUVVUklyV3dvaXdLX2pKNE5iZGZiX3JjRlh4UmIxTjlXWXdzNEY5OUNkcmhISWVTTzhzZzFUWGRqbWhZWWZ2VmdRM0dvRkZsd1JxYWJBR24xN2owYTZiNm15VlYw?hl=en-US&gl=US&ceid=US%3Aen
Inside Elon Musk's suit against Apple and OpenAI: 'This is a tale of two monopolists',Yahoo Finance,2025-08-25T19:40:43Z,https://news.google.com/read/CBMixgFBVV95cUxQNTFsMXFJY29FTU9VRzkydTlRelJDRFJhUUdiXzI1NWlEYU0tUXoxYzhhTXlPeWQzMDdxOXNIYmNIblp5Qmw4cjZFUEF1cThsSlBJNVZfTE9mRkFmbHFCaEtVb0Z1SXFjOEdHd0xqT09TTzF5WXA5R2d5YkltWjlUSmJvNkJCVHh0bU90OVhxeWNjZy1XWXQ3dFZXVHNJSTN3VUFFdkt0RC1WeEJIQV9YLXVoYUtFLUtseHhMMldKRUVOVWllOWc?hl=en-US&gl=US&ceid=US%3Aen
"Musk’s xAI sues Apple, OpenAI alleging anticompetitive scheme harmed X, Grok",CNBC,2025-08-25T15:03:45Z,https://news.google.com/read/CBMie0FVX3lxTFBtd01FSzlxUWxCaHFSanVWN3ZtYkU0QjBVdjIyeHhObkR3NHRqbXRVSkFtcDRQUG5yYVZ4NmhJTWF1S2FvUi1wbDFWYUVLT3lHM2FFdkM2NjF6cnUtM1R0eU03a3lweWhYLVowNGl2WHpBaWVfSE1xZXN3c9IBgAFBVV95cUxNRjlJT1dFOG00eElfMFhfcDRyZEJDUmlqemlfbFBrN0ZDNXVaVnA3Wnk2eXBVdzlGMW1SM0t0czV3RWp0WXV3cEpNWHNYWHllbFpmSnRlelBobDZFc2lJZnF1OUFETXREMHpOTURWTlotUlBNeWxkb2dBdzY0OHpQcg?hl=en-US&gl=US&ceid=US%3Aen
